name,local_path,beauty_raw,status,beauty_1to5,department,avg_rating,avg_difficulty,would_take_again_percent,school_name
Babak Daneshrad,Babak Daneshrad.jpg,28.09856033,ok,3.18,Engineering,4.1,3.3,100,UCLA
Audrey Olivier,Audrey Olivier.png,28.019207,ok,2.46,Engineering,5,2.5,100,USC
Asuman Ozdaglar,Asuman Ozdaglar.jpg,29.78953171,ok,2.69,Engineering,2,4.4,33.3,MIT
Assad Oberai,Assad Oberai.jpg,29.94107437,ok,2.82,Engineering,4.3,3.3,83.3,USC
Ashutosh Nayyar,Ashutosh Nayyar.jpg,19.4212532,ok,1.07,Engineering,3.6,3.6,66.7,USC
Arne J. Pearlstein,Arne_J._Pearlstein.jpg,37.21976852,ok,4.36,Engineering,2.6,4.4,27.3,UIUC
Arijit  Banerjee,Arijit_Banerjee.jpg,26.79774094,ok,1.92,Electrical & Computer Engineering,5,3,100,UIUC
Arash Saifhashemi,Arash Saifhashemi.png,25.78817749,ok,1.96,Engineering,4.6,3,90.9,USC
April Novak,April_Novak.jpg,31.74828339,ok,3.35,"Nuclear, Plasma, & Radiological Engineering",5,3,100,UIUC
Anupam Madhukar,Anupam Madhukar.jpg,42.57517242,ok,4.62,Engineering,2.3,5,33.3,USC
Antonios  Tsokaros,Antonios_Tsokaros.jpg,29.15590668,ok,2.63,Physics,2.9,2.8,35.3,UIUC
Antonio Ortega,Antonio Ortega.jpg,29.90479088,ok,2.81,Engineering,3.4,4.3,51.4,USC
Anthony Jacobi,Anthony_Jacobi.jpg,42.5806694,ok,4.7,Engineering,4.6,3.4,100,UIUC
Anne M. Sickles,Anne_M._Sickles.jpg,30.70531464,ok,3.05,Physics,2.2,3.7,25,UIUC
Ankur Mehta,Ankur Mehta.png,29.12662506,ok,3.36,Engineering,2,4.5,25,UCLA
Anita Penkova,Anita Penkova.jpg,24.04603577,ok,1.63,Engineering,4.2,3,82.4,USC
Angela  Kou,Angela_Kou.jpg,23.28144455,ok,1.18,Physics,2.7,3.2,46.2,UIUC
Angela  Green-Miller,Angela_Green-Miller.jpg,24.03095245,ok,1.3,Bioengineering,1,4,0,UIUC
Angela  Di Fulvio,Angela_Di_Fulvio.jpg,29.03042984,ok,2.61,Engineering,1,4,0,UIUC
Andrew Whittle,Andrew Whittle.png,24.95234108,ok,1.77,Engineering,3.5,3.4,66.7,MIT
Andrew Singer,Andrew_Singer.jpg,43.47179031,ok,4.74,Engineering,3.5,4.3,-1,UIUC
Andrew M. Smith,Andrew_M._Smith.jpg,27.96239853,ok,2.21,Bioengineering,3.9,2.7,100,UIUC
Andrew Goodney,Andrew Goodney.png,29.31274033,ok,2.77,Computer Science,3.4,3.2,62.6,USC
Andres Goza,Andres_Goza.jpg,41.63349152,ok,4.64,Engineering,5,3,100,UIUC
Andreas Molisch,Andreas Molisch.jpeg,25.18575859,ok,1.85,Engineering,1.9,4.4,20,USC
Andrea Martin Armani,Andrea Martin Armani.jpg,30.9890213,ok,3,Engineering,3.7,1.7,63.6,USC
Andrea Maria Hodge,Andrea Maria Hodge.jpg,34.00050735,ok,3.67,Engineering,4.6,1.8,-1,USC
Anant Agarwal,Anant Agarwal.jpg,24.00005341,ok,1.15,Engineering,4.3,2.3,100,MIT
Amy Rechenmacher,Amy Rechenmacher.jpg,26.1212616,ok,2.04,Engineering,2.8,2.4,40.9,USC
Amiya Chatterjee,Amiya Chatterjee.jpg,30.95423508,ok,4.09,Engineering,3,2.3,-1,UCLA
Aluizio Prata,Aluizio Prata.jpg,28.25138283,ok,2.56,Engineering,2.3,4.7,28.8,USC
Allen Almasi,Allen Almasi.png,43.80157852,ok,4.71,Computer Science,4.5,1.5,90,USC
Alice Cline Parker,Alice Cline Parker.jpg,32.82921982,ok,3.34,Engineering,4.4,2.4,80,USC
Ali Zahid,Ali Zahid.jpg,34.12316132,ok,3.7,Engineering,3,4,48.5,USC
Ali Nowroozi,Ali Nowroozi.jpg,35.21849823,ok,3.95,Engineering,3.9,3.4,70,USC
Ali Jadbabaie,Ali Jadbabaie.jpg,32.03385544,ok,3.31,Engineering,1,5,0,MIT
Ali Ansari,Ali_Ansari.jpg,54.66853714,ok,4.94,Engineering,5,1.9,100,UIUC
Ali Abbas,Ali Abbas.jpg,34.08721161,ok,3.69,Engineering,4.3,2.9,81.8,USC
Alexey  Bezryadin,Alexey_Bezryadin.jpg,38.03030396,ok,4.46,Physics,4,3,100,UIUC
Alexander A Sawchuk,Alexander A Sawchuk.jpg,33.1085968,ok,3.48,Engineering,4.7,3.1,80,USC
Alex Azmi,Alex Azmi.png,27.25609016,ok,2.26,Engineering,5,2,100,USC
Aleksei Aksimentiev,Aleksei_Aksimentiev.jpg,28.57981682,ok,2.45,Physics,2,5,-1,UIUC
Alan E. Willner,Alan E. Willner.jpg,26.75763702,ok,2.14,Engineering,3.6,1.6,50,USC
Akshay Potnuru,Akshay Potnuru.jpg,30.93658447,ok,2.99,Engineering,3.1,3.5,60.5,USC
Aida X. El-Khadra,Aida_X._El-Khadra.jpg,33.76038742,ok,3.75,Physics,3.4,2.8,100,UIUC
Abdel-Salam Niazy,Abdel-Salam Niazy.jpg,22.31645012,ok,1.47,Engineering,3,3.5,50,USC
Aaron Daniel Cote,Aaron Daniel Cote.png,28.39665031,ok,2.59,Computer Science,4.3,4,84.9,USC
