name,school_name,local_path,beauty_raw,status,beauty_1to5,department,avg_rating,avg_difficulty,would_take_again_percent,age_pred,phd_year,bachelor_year,gender_pred,analyze_status,age_lower_bound,age_final
Howard Williamson,USC,Howard Williamson.jpg,30.08665848,ok,2.306034483,Engineering,2.7,3.4,41.7,49,,,Man,ok,,49
Gregg Brandow,USC,Gregg Brandow.jpg,28.34365845,ok,1.918103448,Engineering,4.5,1.5,100,49,,,Man,ok,,49
George Gross,UIUC,George_Gross.jpg,29.34092712,ok,1.952662722,Engineering,1.9,3.4,0,49,,,Man,ok,,49
Erhan  Kudeki,UIUC,Erhan_Kudeki.jpg,24.51189232,ok,0.355029586,Engineering,4.2,3.3,83.3,49,,,Man,ok,,49
Ellis Horowitz,USC,Ellis Horowitz.jpg,33.07655334,ok,3.060344828,Computer Science,3.5,2.5,68.4,49,,,Man,ok,,49
David Ruzic,UIUC,David_Ruzic.jpg,37.98368454,ok,4.230769231,Engineering,4.3,2.6,-1,49,,,Man,ok,,49
Anupam Madhukar,USC,Anupam Madhukar.jpg,42.57517242,ok,4.504310345,Engineering,2.3,5,33.3,49,,,Man,ok,,49
Alice Cline Parker,USC,Alice Cline Parker.jpg,32.82921982,ok,2.909482759,Engineering,4.4,2.4,80,49,,,Man,ok,,49
Volodymyr  Kindratenko,UIUC,Volodymyr_Kindratenko.jpg,50.72185516,ok,4.822485207,Engineering,4.6,3.2,95.7,50,,,Man,ok,,50
Philip T. Krein,UIUC,Philip_T._Krein.jpg,36.43249893,ok,3.964497041,Engineering,4,3.2,-1,50,,,Man,ok,,50
Petros A Ioannou,USC,Petros A Ioannou.jpg,41.64650345,ok,4.461206897,Engineering,2.4,3.8,38.5,50,,,Man,ok,,50
Martin A Gundersen,USC,Martin A Gundersen.jpg,19.763937,ok,0.150862069,Engineering,2.5,4.3,-1,50,,,Man,ok,,50
Hae-Seung Lee,MIT,Hae-Seung Lee.jpg,36.24700546,ok,3.6,Engineering,4,5,100,50,,,Man,ok,,50
Fokion Egolfopoulos,USC,Fokion Egolfopoulos.jpg,28.52192307,ok,1.961206897,Engineering,3.5,3.5,42.9,50,,,Man,ok,,50
Carter  Wellford,USC,Carter Wellford.jpg,31.69281006,ok,2.650862069,Engineering,2.3,4.3,14.3,50,,,Man,ok,,50
Brent Heuser,UIUC,Brent_Heuser.jpg,29.46844482,ok,1.982248521,Engineering,5,3,100,50,,,Man,ok,,50
Vasilios Manousiouthakis,UCLA,Vasilios Manousiouthakis.jpg,32.31998062,ok,4.130434783,Engineering,2.5,5,-1,51,,,Man,ok,,51
Tamer Basar,UIUC,Tamer_Basar.jpg,31.27664185,ok,2.603550296,Engineering,1,5,0,51,,,Man,ok,,51
Stan Stanley Settles,USC,Stan Stanley Settles.jpg,24.43287468,ok,0.862068966,Engineering,2.3,2,-1,51,,,Man,ok,,51
Shahram Ghandeharizadeh,USC,Shahram Ghandeharizadeh.jpg,35.93455124,ok,3.879310345,Computer Science,3,3.3,48,51,,,Man,ok,,51
Sandeep Gupta,USC,Sandeep Gupta.jpg,27.33640671,ok,1.573275862,Engineering,3.9,3.2,66.7,51,,,Man,ok,,51
Richard M. Leahy,USC,Richard M. Leahy.jpg,31.16539001,ok,2.543103448,Engineering,4.5,1.8,100,51,,,Man,ok,,51
Paul G. Kwiat,UIUC,Paul_G._Kwiat.jpg,35.73496246,ok,3.786982249,Physics,4.2,3.5,87,51,,,Man,ok,,51
Paul Eggert,UCLA,Paul Eggert.jpg,30.52239418,ok,3.260869565,Computer Science,2.7,4.6,20,51,,,Man,ok,,51
Neil Siegel,USC,Neil Siegel.jpg,31.11715126,ok,2.521551724,Engineering,5,1,100,51,,,Man,ok,,51
Michael A. Arbib,USC,Michael A. Arbib.jpg,28.67333984,ok,2.004310345,Computer Science,2.8,4.3,-1,51,,,Man,ok,,51
Lixia Zhang,UCLA,Lixia Zhang.png,30.84449005,ok,3.47826087,Computer Science,1,5,0,51,,,Man,ok,,51
Julian A. Domaradzki,USC,Julian A. Domaradzki.jpg,28.84511948,ok,2.068965517,Engineering,3.1,3.4,53.3,51,,,Man,ok,,51
Victoria Coverstone,UIUC,Victoria_Coverstone.jpg,38.16342545,ok,4.571428571,Engineering,4.8,2.5,-1,52,,,Woman,ok,,52
Tatyana Ryutov,USC,Tatyana Ryutov.jpg,24.7830162,ok,1.333333333,Computer Science,2,3.9,22.6,52,,,Woman,ok,,52
Satwindar Singh Sadhal,USC,Satwindar Singh Sadhal.jpg,30.25467491,ok,2.370689655,Engineering,4.1,2.7,66.7,52,,,Man,ok,,52
Rohit  Bhargava,UIUC,Rohit_Bhargava.jpg,22.18131256,ok,0.147928994,Engineering,4.5,4.3,-1,52,,,Man,ok,,52
Paul David Ronney,USC,Paul David Ronney.jpg,19.62641525,ok,0.129310345,Engineering,3.3,3.4,59.5,52,,,Man,ok,,52
Michael B. Weissman,UIUC,Michael_B._Weissman.jpg,37.96151352,ok,4.201183432,Physics,4.1,2.3,-1,52,,,Man,ok,,52
Kimberly Ann Rubal,USC,Kimberly Ann Rubal.jpg,29.96753883,ok,2.444444444,Computer Science,4.8,1.5,96.2,52,,,Woman,ok,,52
Gerald E. Loeb,USC,Gerald E. Loeb.jpg,26.35080719,ok,1.293103448,Engineering,3.3,4.3,66.7,52,,,Man,ok,,52
Farzad Naeim,USC,Farzad Naeim.jpg,31.70047188,ok,2.672413793,Engineering,5,4,100,52,,,Man,ok,,52
Elizabeth Goldschmidt,UIUC,Elizabeth_Goldschmidt.jpg,36.36775589,ok,4.428571429,Physics,4.5,3,100,52,,,Woman,ok,,52
Deming  Chen,UIUC,Deming_Chen.jpg,31.98355293,ok,2.869822485,Electrical & Computer Engineering,3,3.6,42.9,52,,,Man,ok,,52
Bill Swartout,USC,Bill Swartout.jpg,31.31512833,ok,2.586206897,Computer Science,1,4,-1,52,,,Man,ok,,52
Andrew Whittle,MIT,Andrew Whittle.png,24.95234108,ok,1.2,Engineering,3.5,3.4,66.7,52,,,Man,ok,,52
Kung Yao,UCLA,Kung Yao.jpg,25.97452164,ok,1.52173913,Engineering,4.7,4,100,53,,,Man,ok,,53
Gordon Baym,UIUC,Gordon_Baym.jpg,30.75904655,ok,2.396449704,Physics,4.5,3.5,-1,53,,,Man,ok,,53
David Ceperley,UIUC,David_Ceperley.jpg,29.91729546,ok,2.189349112,Physics,1,5,0,53,,,Man,ok,,53
Milton  Feng,UIUC,Milton_Feng.jpg,32.72303391,ok,3.047337278,Engineering,1.5,1.7,-1,54,,,Man,ok,,54
Eduardo H. Fradkin,UIUC,Eduardo_H._Fradkin.jpg,32.83974838,ok,3.106508876,Physics,3,4,50,55,,,Man,ok,,55
John A Silvester,USC,John A Silvester.jpg,36.4598732,ok,3.943965517,Engineering,3,4,0,56,,,Man,ok,,56
Gary E. Gladding,UIUC,Gary_E._Gladding.jpg,30.434021,ok,2.307692308,Physics,3.4,3.5,-1,57,,,Man,ok,,57
Sheldon Mark Ross,USC,Sheldon Mark Ross.jpg,33.02272797,ok,2.995689655,Engineering,2.2,3.9,12.5,58,,,Man,ok,,58
Iraj Ershaghi,USC,Iraj Ershaghi.jpg,40.17722702,ok,4.396551724,Engineering,3.7,4.3,100,58,,,Man,ok,,58
Charles Sodini,MIT,Charles Sodini.jpg,23.75611305,ok,0.2,Engineering,2,3.7,0,66,,,Man,ok,,66
